data,produto,cidade,quantidade,valor_unitario
31/01/2024,Notebook,Belo Horizonte,2,3124.33
27/06/2024,Monitor,São Paulo,8,937.36
21/05/2024,Teclado,São Paulo,4,149.49
15/06/2024,Teclado,São Paulo,7,150.19
07/05/2024,Teclado,Curitiba,3,153.34
22/03/2024,Headset,São Paulo,1,198.28
24/05/2024,Headset,Belo Horizonte,5,190.32
21/05/2024,Headset,Rio de Janeiro,4,198.35
09/02/2024,Mouse,São Paulo,5,50.35
03/03/2024,Teclado,Belo Horizonte,6,152.77
06/03/2024,Notebook,Rio de Janeiro,2,3067.07
05/05/2024,Teclado,Belo Horizonte,1,147.78
05/02/2024,Notebook,Rio de Janeiro,4,3125.07
18/05/2024,Headset,Salvador,4,200.48
20/01/2024,Headset,Belo Horizonte,10,205.29
15/04/2024,Mouse,Rio de Janeiro,3,47.84
08/02/2024,Mouse,Rio de Janeiro,5,49.37
07/06/2024,Monitor,Salvador,4,937.15
17/06/2024,Teclado,São Paulo,8,150.77
04/01/2024,Mouse,Belo Horizonte,6,50.18
14/03/2024,Mouse,Curitiba,5,50.87
15/02/2024,Mouse,São Paulo,2,48.24
19/02/2024,Monitor,São Paulo,7,886.9
11/04/2024,Mouse,Salvador,2,49.79
03/03/2024,Headset,São Paulo,4,203.68
21/01/2024,Monitor,Curitiba,3,923.36
24/01/2024,Teclado,São Paulo,4,149.64
12/06/2024,Mouse,São Paulo,3,50.0
21/04/2024,Monitor,São Paulo,3,942.96
25/01/2024,Headset,Salvador,1,194.6
26/06/2024,Headset,Rio de Janeiro,2,190.93
20/01/2024,Monitor,São Paulo,3,903.87
17/06/2024,Mouse,Salvador,6,49.07
23/02/2024,Monitor,Belo Horizonte,3,919.14
11/04/2024,Headset,São Paulo,7,201.28
25/05/2024,Headset,São Paulo,4,207.93
25/03/2024,Teclado,Belo Horizonte,6,154.36
25/06/2024,Notebook,Rio de Janeiro,3,3142.3
14/01/2024,Mouse,São Paulo,3,47.88
03/06/2024,Notebook,Salvador,2,2969.01
24/03/2024,Mouse,São Paulo,4,52.46
05/05/2024,Mouse,Rio de Janeiro,6,49.38
17/02/2024,Monitor,Belo Horizonte,4,862.71
07/06/2024,Mouse,São Paulo,2,47.87
09/03/2024,Mouse,Belo Horizonte,9,50.67
09/04/2024,Teclado,São Paulo,6,142.58
19/03/2024,Teclado,Belo Horizonte,3,144.03
23/01/2024,Mouse,Rio de Janeiro,2,50.27
14/04/2024,Mouse,São Paulo,6,50.27
01/06/2024,Monitor,São Paulo,1,889.67
15/03/2024,Teclado,Belo Horizonte,3,153.37
23/05/2024,Headset,Salvador,7,201.44
13/02/2024,Monitor,São Paulo,8,879.2
09/03/2024,Teclado,São Paulo,6,149.02
17/04/2024,Mouse,Belo Horizonte,4,49.31
04/03/2024,Notebook,Rio de Janeiro,4,3035.0
27/04/2024,Mouse,São Paulo,3,52.24
26/03/2024,Headset,São Paulo,4,207.24
22/04/2024,Teclado,Curitiba,5,155.39
01/06/2024,Mouse,São Paulo,7,52.24
21/02/2024,Teclado,São Paulo,2,148.47
22/03/2024,Mouse,Belo Horizonte,4,49.96
27/05/2024,Notebook,São Paulo,1,2934.09
10/04/2024,Teclado,Salvador,3,145.5
19/05/2024,Mouse,Belo Horizonte,7,47.63
28/04/2024,Headset,São Paulo,10,205.95
26/06/2024,Mouse,Curitiba,4,51.48
21/06/2024,Teclado,Rio de Janeiro,3,146.13
17/06/2024,Mouse,Rio de Janeiro,5,49.38
24/04/2024,Headset,Rio de Janeiro,3,198.02
09/05/2024,Headset,Curitiba,5,198.37
10/01/2024,Notebook,São Paulo,3,3118.65
17/05/2024,Monitor,Salvador,7,864.84
04/03/2024,Monitor,São Paulo,3,913.23
12/01/2024,Monitor,Rio de Janeiro,1,913.21
25/03/2024,Headset,Rio de Janeiro,6,190.21
07/03/2024,Mouse,Belo Horizonte,4,50.29
25/06/2024,Monitor,Rio de Janeiro,3,890.2
22/06/2024,Monitor,Rio de Janeiro,9,886.05
07/01/2024,Teclado,São Paulo,7,156.31
22/01/2024,Mouse,Salvador,5,48.21
20/03/2024,Teclado,Belo Horizonte,8,150.32
30/03/2024,Teclado,Rio de Janeiro,4,152.95
22/03/2024,Mouse,São Paulo,3,51.05
06/01/2024,Headset,Rio de Janeiro,9,203.54
12/02/2024,Headset,Belo Horizonte,5,200.32
21/05/2024,Mouse,Rio de Janeiro,4,52.29
29/02/2024,Notebook,Rio de Janeiro,3,2905.92
17/06/2024,Teclado,São Paulo,5,151.71
20/02/2024,Teclado,Rio de Janeiro,5,142.57
24/02/2024,Mouse,Belo Horizonte,9,51.54
17/01/2024,Monitor,Belo Horizonte,2,903.32
03/04/2024,Teclado,Rio de Janeiro,3,146.44
05/05/2024,Teclado,Rio de Janeiro,3,151.45
05/06/2024,Teclado,São Paulo,5,147.78
27/04/2024,Monitor,Curitiba,3,918.54
17/03/2024,Headset,Rio de Janeiro,6,203.44
21/03/2024,Mouse,São Paulo,2,48.42
26/06/2024,Mouse,São Paulo,3,50.48
27/05/2024,Teclado,São Paulo,6,152.03
26/06/2024,Headset,Salvador,5,193.46
12/02/2024,Teclado,São Paulo,4,147.22
25/04/2024,Monitor,Curitiba,4,940.67
04/05/2024,Mouse,Curitiba,9,52.32
09/05/2024,Monitor,Rio de Janeiro,4,899.26
23/04/2024,Teclado,São Paulo,3,142.96
26/02/2024,Mouse,São Paulo,2,50.19
13/02/2024,Notebook,Rio de Janeiro,3,3081.76
06/05/2024,Teclado,São Paulo,2,144.21
19/05/2024,Headset,São Paulo,4,206.45
11/01/2024,Notebook,Rio de Janeiro,2,2915.56
18/04/2024,Mouse,Curitiba,4,51.26
17/03/2024,Headset,São Paulo,6,195.26
23/01/2024,Teclado,Salvador,7,154.13
01/03/2024,Mouse,Belo Horizonte,6,50.95
05/06/2024,Monitor,São Paulo,7,867.53
22/02/2024,Headset,Curitiba,2,201.4
16/05/2024,Mouse,Rio de Janeiro,3,49.12
29/06/2024,Mouse,Rio de Janeiro,7,52.26
11/05/2024,Headset,Belo Horizonte,4,191.9
15/04/2024,Headset,Salvador,2,207.34
02/02/2024,Notebook,São Paulo,5,2893.87
23/03/2024,Headset,Belo Horizonte,7,203.52
05/05/2024,Mouse,Rio de Janeiro,3,50.64
06/04/2024,Teclado,Rio de Janeiro,7,155.7
24/01/2024,Teclado,Belo Horizonte,4,152.92
04/04/2024,Teclado,Rio de Janeiro,2,151.23
24/01/2024,Notebook,Rio de Janeiro,3,3049.24
01/04/2024,Headset,Belo Horizonte,2,197.95
19/04/2024,Headset,Rio de Janeiro,3,196.46
13/03/2024,Teclado,Rio de Janeiro,3,150.99
04/05/2024,Notebook,Curitiba,6,3078.68
12/01/2024,Mouse,Belo Horizonte,5,49.8
01/02/2024,Headset,São Paulo,5,199.13
19/04/2024,Mouse,Belo Horizonte,1,48.16
15/06/2024,Teclado,Curitiba,6,155.65
24/01/2024,Monitor,São Paulo,1,888.47
15/06/2024,Mouse,São Paulo,6,49.03
28/06/2024,Notebook,Rio de Janeiro,2,2877.36
25/01/2024,Mouse,Rio de Janeiro,5,48.16
27/02/2024,Teclado,Rio de Janeiro,6,142.62
28/03/2024,Headset,Salvador,2,198.45
03/02/2024,Teclado,São Paulo,6,143.84
27/01/2024,Mouse,São Paulo,6,49.0
07/04/2024,Notebook,Belo Horizonte,6,2889.94
22/06/2024,Mouse,Rio de Janeiro,4,47.54
15/06/2024,Mouse,São Paulo,6,48.57
08/02/2024,Headset,Rio de Janeiro,4,198.85
25/02/2024,Mouse,São Paulo,7,51.26
30/05/2024,Notebook,São Paulo,4,2978.82
05/02/2024,Mouse,Rio de Janeiro,2,48.74
02/06/2024,Monitor,Rio de Janeiro,4,925.11
25/06/2024,Mouse,Curitiba,5,51.88
22/02/2024,Teclado,Rio de Janeiro,2,153.72
16/03/2024,Monitor,Belo Horizonte,7,926.44
02/03/2024,Teclado,São Paulo,4,149.99
01/06/2024,Mouse,Curitiba,3,47.56
02/04/2024,Headset,São Paulo,6,207.22
25/05/2024,Teclado,Rio de Janeiro,10,145.09
30/04/2024,Headset,Belo Horizonte,2,190.33
18/01/2024,Mouse,São Paulo,8,52.11
11/04/2024,Teclado,Rio de Janeiro,5,150.02
16/04/2024,Teclado,Rio de Janeiro,4,152.11
17/05/2024,Monitor,São Paulo,4,882.89
10/05/2024,Headset,Salvador,1,193.11
24/03/2024,Teclado,Rio de Janeiro,6,155.02
23/06/2024,Monitor,São Paulo,6,894.37
02/03/2024,Mouse,São Paulo,3,49.67
26/04/2024,Monitor,São Paulo,1,914.95
17/06/2024,Notebook,São Paulo,3,3062.37
28/06/2024,Mouse,Rio de Janeiro,5,49.23
12/05/2024,Notebook,Belo Horizonte,10,2900.09
02/02/2024,Notebook,Curitiba,4,3069.88
31/01/2024,Notebook,São Paulo,4,3092.13
10/03/2024,Teclado,São Paulo,4,157.13
09/06/2024,Mouse,Rio de Janeiro,3,49.3
07/05/2024,Headset,São Paulo,1,193.15
27/01/2024,Headset,Belo Horizonte,4,192.31
10/05/2024,Mouse,Curitiba,7,47.56
12/01/2024,Teclado,São Paulo,7,144.75
10/01/2024,Monitor,Salvador,4,921.66
17/04/2024,Mouse,São Paulo,4,52.08
22/03/2024,Mouse,São Paulo,3,49.36
08/05/2024,Monitor,São Paulo,6,875.09
12/05/2024,Headset,Salvador,6,191.38
29/04/2024,Headset,Belo Horizonte,3,196.21
23/01/2024,Monitor,São Paulo,3,873.06
24/05/2024,Notebook,Belo Horizonte,3,2922.78
04/04/2024,Monitor,Rio de Janeiro,4,924.54
20/02/2024,Notebook,Rio de Janeiro,2,3088.79
08/02/2024,Mouse,Rio de Janeiro,7,48.66
29/03/2024,Monitor,Belo Horizonte,5,855.86
26/03/2024,Mouse,Belo Horizonte,7,51.75
19/03/2024,Mouse,Rio de Janeiro,3,48.69
05/05/2024,Headset,Salvador,9,192.85
12/03/2024,Mouse,Salvador,3,51.99
13/05/2024,Teclado,Curitiba,4,149.38
22/01/2024,Monitor,Rio de Janeiro,7,912.35
10/04/2024,Mouse,Rio de Janeiro,7,49.67
03/02/2024,Mouse,São Paulo,9,49.08
10/04/2024,Notebook,Belo Horizonte,5,2945.42
10/03/2024,Mouse,Salvador,6,48.18
29/05/2024,Mouse,São Paulo,2,49.75
21/03/2024,Teclado,Rio de Janeiro,5,156.97
23/02/2024,Teclado,Rio de Janeiro,4,155.29
24/01/2024,Mouse,Belo Horizonte,5,51.63
27/06/2024,Monitor,São Paulo,3,932.09
07/02/2024,Mouse,São Paulo,3,49.28
11/05/2024,Mouse,São Paulo,7,51.6
14/02/2024,Mouse,Rio de Janeiro,5,49.76
20/05/2024,Mouse,Rio de Janeiro,2,51.52
05/02/2024,Mouse,São Paulo,3,51.4
26/02/2024,Mouse,Curitiba,5,49.36
10/06/2024,Headset,São Paulo,3,201.72
20/01/2024,Mouse,São Paulo,6,52.01
23/04/2024,Headset,São Paulo,6,206.95
25/03/2024,Mouse,Salvador,3,47.75
26/05/2024,Teclado,Belo Horizonte,4,149.94
07/04/2024,Monitor,São Paulo,4,874.32
17/02/2024,Mouse,Rio de Janeiro,4,48.24
06/06/2024,Monitor,São Paulo,5,881.56
15/04/2024,Headset,Rio de Janeiro,3,191.75
08/04/2024,Mouse,São Paulo,3,51.92
14/05/2024,Mouse,Salvador,4,50.22
05/01/2024,Headset,Belo Horizonte,3,197.18
19/05/2024,Notebook,São Paulo,4,3019.7
23/03/2024,Teclado,São Paulo,4,147.28
26/02/2024,Mouse,Curitiba,6,48.9
30/04/2024,Teclado,Belo Horizonte,5,157.49
10/02/2024,Mouse,Belo Horizonte,7,48.83
15/01/2024,Notebook,Salvador,5,3022.71
09/04/2024,Teclado,Curitiba,5,155.18
15/02/2024,Mouse,São Paulo,5,51.19
01/04/2024,Headset,São Paulo,1,204.01
25/05/2024,Monitor,Rio de Janeiro,3,871.94
06/05/2024,Teclado,São Paulo,5,143.07
15/01/2024,Mouse,São Paulo,2,50.13
01/01/2024,Teclado,Rio de Janeiro,5,154.6
28/03/2024,Notebook,Salvador,2,3103.29
23/03/2024,Mouse,São Paulo,4,51.02
06/02/2024,Notebook,Curitiba,3,3108.2
19/01/2024,Teclado,Salvador,2,148.43
26/01/2024,Teclado,São Paulo,5,157.14
21/04/2024,Notebook,Salvador,12,3044.75
14/02/2024,Notebook,Rio de Janeiro,4,3116.88
06/06/2024,Notebook,São Paulo,5,3026.69
14/02/2024,Teclado,Belo Horizonte,6,146.92
15/02/2024,Notebook,Salvador,4,3134.61
10/04/2024,Headset,Belo Horizonte,3,201.35
16/02/2024,Monitor,Salvador,4,942.08
26/02/2024,Monitor,São Paulo,3,899.66
25/03/2024,Notebook,São Paulo,3,3144.71
12/02/2024,Monitor,Salvador,5,928.95
20/06/2024,Monitor,Curitiba,2,895.2
08/03/2024,Mouse,Belo Horizonte,6,49.25
28/01/2024,Notebook,São Paulo,4,2981.47
17/04/2024,Headset,Curitiba,4,199.86
06/04/2024,Teclado,São Paulo,10,154.93
27/05/2024,Monitor,Belo Horizonte,4,869.64
19/01/2024,Notebook,São Paulo,4,2856.02
07/03/2024,Headset,São Paulo,8,193.4
06/04/2024,Mouse,São Paulo,6,52.21
24/01/2024,Teclado,Salvador,2,155.9
29/06/2024,Mouse,Salvador,1,48.32
21/04/2024,Mouse,São Paulo,6,48.53
18/02/2024,Teclado,Rio de Janeiro,3,156.38
18/05/2024,Mouse,São Paulo,4,48.69
13/01/2024,Teclado,Rio de Janeiro,3,149.86
14/01/2024,Teclado,Rio de Janeiro,6,146.92
18/06/2024,Monitor,Rio de Janeiro,2,863.73
22/02/2024,Mouse,São Paulo,3,47.91
30/01/2024,Teclado,São Paulo,5,149.84
18/06/2024,Mouse,Rio de Janeiro,4,49.44
04/04/2024,Headset,São Paulo,5,198.92
08/03/2024,Teclado,São Paulo,3,155.06
24/05/2024,Mouse,Belo Horizonte,3,50.84
22/01/2024,Monitor,Curitiba,4,892.26
30/05/2024,Mouse,São Paulo,2,49.44
13/05/2024,Teclado,Rio de Janeiro,3,155.5
01/05/2024,Monitor,São Paulo,5,881.9
11/04/2024,Headset,Belo Horizonte,7,200.04
12/05/2024,Headset,Belo Horizonte,7,202.41
31/01/2024,Headset,Rio de Janeiro,2,208.98
12/02/2024,Headset,Curitiba,5,192.52
18/04/2024,Mouse,Belo Horizonte,5,48.51
09/06/2024,Mouse,Rio de Janeiro,3,49.1
18/01/2024,Mouse,Rio de Janeiro,6,50.26
11/03/2024,Teclado,Salvador,3,142.69
28/06/2024,Monitor,Rio de Janeiro,2,892.76
16/04/2024,Mouse,Rio de Janeiro,5,50.41
26/01/2024,Headset,Rio de Janeiro,4,192.02
14/03/2024,Headset,Curitiba,4,207.56
08/03/2024,Teclado,Rio de Janeiro,7,151.63
10/01/2024,Mouse,Rio de Janeiro,5,50.59
23/06/2024,Monitor,São Paulo,15,935.06
25/03/2024,Monitor,São Paulo,4,897.77
09/03/2024,Headset,São Paulo,4,206.35
18/03/2024,Teclado,Curitiba,4,155.37
24/06/2024,Mouse,Curitiba,3,48.17
23/04/2024,Notebook,São Paulo,6,3068.64
03/06/2024,Monitor,São Paulo,5,874.03
14/04/2024,Notebook,Belo Horizonte,6,3110.16
15/01/2024,Teclado,São Paulo,6,147.17
09/05/2024,Teclado,Belo Horizonte,4,150.36
25/05/2024,Mouse,São Paulo,3,51.66
15/01/2024,Mouse,Rio de Janeiro,4,52.09
29/06/2024,Mouse,São Paulo,12,49.82
11/04/2024,Monitor,São Paulo,4,857.75
05/04/2024,Teclado,Rio de Janeiro,3,156.91
01/05/2024,Monitor,São Paulo,6,869.72
07/03/2024,Notebook,Belo Horizonte,3,2935.52
08/04/2024,Mouse,Curitiba,5,51.4
24/02/2024,Headset,Rio de Janeiro,3,203.55
09/03/2024,Monitor,Rio de Janeiro,6,932.82
23/06/2024,Mouse,Salvador,13,50.74
02/06/2024,Headset,São Paulo,6,202.17
19/03/2024,Notebook,Belo Horizonte,6,2932.61
06/04/2024,Headset,Rio de Janeiro,10,194.36
18/03/2024,Monitor,Curitiba,6,890.74
27/01/2024,Mouse,Salvador,7,52.33
05/04/2024,Monitor,Rio de Janeiro,4,880.44
24/06/2024,Mouse,São Paulo,5,52.44
12/06/2024,Teclado,São Paulo,1,152.34
15/06/2024,Mouse,São Paulo,13,51.33
15/01/2024,Headset,Curitiba,3,202.0
18/06/2024,Teclado,São Paulo,5,142.88
07/05/2024,Headset,São Paulo,1,198.37
09/04/2024,Notebook,Rio de Janeiro,2,3148.43
18/02/2024,Teclado,Belo Horizonte,12,152.79
12/06/2024,Notebook,Salvador,5,3051.56
09/05/2024,Teclado,São Paulo,6,152.36
22/05/2024,Mouse,São Paulo,2,48.14
07/03/2024,Notebook,Rio de Janeiro,6,3123.79
23/06/2024,Headset,Belo Horizonte,3,194.45
27/02/2024,Notebook,São Paulo,3,3086.43
25/03/2024,Teclado,Rio de Janeiro,2,149.46
31/01/2024,Teclado,Curitiba,5,151.25
07/06/2024,Mouse,Curitiba,4,50.0
23/06/2024,Teclado,São Paulo,3,143.31
08/02/2024,Mouse,São Paulo,4,49.55
25/05/2024,Headset,Salvador,4,192.86
16/02/2024,Notebook,Rio de Janeiro,3,3039.31
15/02/2024,Teclado,São Paulo,2,149.28
23/02/2024,Notebook,São Paulo,4,3079.35
05/05/2024,Notebook,Belo Horizonte,4,2888.82
21/04/2024,Monitor,Rio de Janeiro,6,941.88
08/04/2024,Mouse,Rio de Janeiro,4,51.15
04/01/2024,Headset,Belo Horizonte,6,200.62
05/01/2024,Monitor,Rio de Janeiro,7,877.39
26/06/2024,Headset,São Paulo,4,192.05
08/05/2024,Monitor,São Paulo,6,929.15
17/03/2024,Headset,Rio de Janeiro,4,200.41
14/05/2024,Teclado,Curitiba,3,157.43
28/03/2024,Headset,Rio de Janeiro,5,205.0
12/02/2024,Headset,Salvador,4,198.07
28/02/2024,Mouse,Salvador,3,48.56
06/01/2024,Monitor,São Paulo,3,887.99
15/06/2024,Notebook,São Paulo,9,3042.1
16/05/2024,Monitor,Rio de Janeiro,4,859.32
28/01/2024,Monitor,São Paulo,7,917.08
16/04/2024,Teclado,São Paulo,2,146.29
28/06/2024,Mouse,Belo Horizonte,4,50.65
18/03/2024,Teclado,São Paulo,5,150.3
08/06/2024,Monitor,São Paulo,4,929.76
27/01/2024,Teclado,Rio de Janeiro,4,146.74
28/01/2024,Teclado,Rio de Janeiro,4,154.17
13/05/2024,Headset,São Paulo,5,198.2
11/02/2024,Mouse,Rio de Janeiro,9,48.54
03/05/2024,Teclado,São Paulo,3,152.57
29/01/2024,Headset,Belo Horizonte,3,192.98
24/01/2024,Notebook,São Paulo,5,3067.07
06/03/2024,Monitor,Rio de Janeiro,1,942.96
08/03/2024,Teclado,São Paulo,4,145.12
11/01/2024,Headset,São Paulo,1,203.54
19/04/2024,Notebook,São Paulo,3,3077.46
12/01/2024,Mouse,São Paulo,3,50.74
25/03/2024,Teclado,Rio de Janeiro,2,151.83
24/01/2024,Teclado,São Paulo,5,144.21
12/04/2024,Headset,São Paulo,6,197.71
02/05/2024,Notebook,Rio de Janeiro,2,3089.07
29/01/2024,Mouse,Belo Horizonte,5,52.41
10/02/2024,Mouse,Salvador,1,49.91
25/05/2024,Monitor,São Paulo,10,889.18
01/04/2024,Monitor,Curitiba,6,934.2
03/02/2024,Teclado,Rio de Janeiro,3,155.81
22/04/2024,Mouse,São Paulo,6,49.07
29/06/2024,Headset,Rio de Janeiro,3,204.87
24/05/2024,Mouse,Salvador,5,51.87
12/05/2024,Teclado,Belo Horizonte,4,143.93
18/06/2024,Notebook,Rio de Janeiro,2,3049.11
13/06/2024,Teclado,Curitiba,4,150.88
05/06/2024,Mouse,Rio de Janeiro,4,48.28
30/04/2024,Headset,Curitiba,7,191.5
05/05/2024,Teclado,São Paulo,1,146.67
09/05/2024,Mouse,Rio de Janeiro,4,49.52
01/03/2024,Mouse,Rio de Janeiro,6,50.37
23/01/2024,Headset,Rio de Janeiro,2,192.37
07/05/2024,Notebook,São Paulo,4,2971.03
10/01/2024,Monitor,São Paulo,5,863.18
03/06/2024,Headset,Rio de Janeiro,3,207.8
23/05/2024,Mouse,Belo Horizonte,4,52.25
03/04/2024,Headset,Curitiba,8,206.89
25/03/2024,Monitor,Rio de Janeiro,2,897.58
17/06/2024,Teclado,Rio de Janeiro,4,143.96
17/06/2024,Mouse,São Paulo,4,51.65
15/03/2024,Teclado,São Paulo,2,144.09
12/02/2024,Teclado,Curitiba,2,153.64
14/04/2024,Mouse,Rio de Janeiro,4,48.44
10/04/2024,Mouse,Curitiba,3,48.45
27/03/2024,Mouse,Rio de Janeiro,7,52.13
21/06/2024,Monitor,Belo Horizonte,2,895.55
17/06/2024,Monitor,Rio de Janeiro,4,941.75
02/01/2024,Teclado,São Paulo,4,156.53
29/05/2024,Teclado,Rio de Janeiro,5,156.32
15/02/2024,Monitor,São Paulo,3,928.37
27/01/2024,Teclado,Rio de Janeiro,6,155.74
09/05/2024,Headset,Rio de Janeiro,5,202.18
26/06/2024,Notebook,São Paulo,3,3139.08
16/03/2024,Teclado,São Paulo,6,148.69
28/06/2024,Headset,Rio de Janeiro,3,206.86
20/05/2024,Headset,Belo Horizonte,5,208.71
10/06/2024,Mouse,São Paulo,2,51.07
24/06/2024,Teclado,Belo Horizonte,4,157.22
15/06/2024,Headset,São Paulo,9,200.85
12/06/2024,Teclado,São Paulo,3,147.78
02/05/2024,Monitor,Salvador,5,918.91
21/06/2024,Notebook,Curitiba,3,2935.78
18/04/2024,Headset,Rio de Janeiro,2,190.51
07/02/2024,Mouse,São Paulo,4,48.83
11/02/2024,Headset,Belo Horizonte,7,192.93
16/01/2024,Monitor,São Paulo,8,922.82
09/01/2024,Teclado,Rio de Janeiro,5,151.74
21/06/2024,Notebook,Curitiba,7,3072.72
23/05/2024,Teclado,Rio de Janeiro,5,154.45
27/06/2024,Mouse,Belo Horizonte,2,52.13
09/04/2024,Teclado,Belo Horizonte,2,152.78
21/05/2024,Mouse,Belo Horizonte,8,48.52
23/04/2024,Headset,Salvador,5,204.09
14/06/2024,Teclado,Rio de Janeiro,4,153.58
20/02/2024,Notebook,Salvador,4,2938.25
15/02/2024,Headset,São Paulo,4,209.25
11/05/2024,Mouse,São Paulo,6,48.9
08/03/2024,Mouse,Rio de Janeiro,2,48.78
25/03/2024,Teclado,Salvador,2,143.1
23/03/2024,Monitor,Belo Horizonte,6,911.28
18/06/2024,Teclado,Belo Horizonte,1,150.75
19/01/2024,Notebook,São Paulo,4,2915.99
17/02/2024,Teclado,Belo Horizonte,6,144.89
19/05/2024,Teclado,São Paulo,1,145.82
24/02/2024,Monitor,São Paulo,4,881.42
07/06/2024,Teclado,Salvador,2,154.86
15/06/2024,Mouse,Belo Horizonte,4,49.73
13/06/2024,Monitor,Rio de Janeiro,5,941.3
23/06/2024,Headset,São Paulo,7,205.92
30/01/2024,Teclado,Rio de Janeiro,2,146.74
12/05/2024,Headset,São Paulo,6,206.06
24/04/2024,Teclado,São Paulo,4,152.27
23/03/2024,Teclado,Salvador,4,145.01
17/05/2024,Teclado,Rio de Janeiro,3,145.66
10/06/2024,Notebook,Curitiba,4,2977.26
27/01/2024,Mouse,Curitiba,4,51.89
21/04/2024,Monitor,Salvador,6,922.22
09/02/2024,Mouse,Belo Horizonte,3,47.69
19/01/2024,Mouse,Belo Horizonte,2,50.29
27/05/2024,Headset,Salvador,1,198.15
25/04/2024,Monitor,Rio de Janeiro,4,856.52
21/06/2024,Mouse,São Paulo,5,51.1
17/01/2024,Notebook,Rio de Janeiro,5,3060.26
19/01/2024,Teclado,Rio de Janeiro,4,146.85
24/06/2024,Teclado,São Paulo,4,153.98
22/04/2024,Teclado,Curitiba,7,142.96
10/02/2024,Teclado,São Paulo,7,148.36
19/05/2024,Mouse,Rio de Janeiro,7,48.99
14/06/2024,Teclado,Salvador,6,150.8
22/05/2024,Mouse,São Paulo,2,50.36
10/04/2024,Teclado,Salvador,5,147.07
29/03/2024,Mouse,Salvador,3,51.76
06/02/2024,Mouse,São Paulo,5,51.67
19/02/2024,Mouse,Belo Horizonte,6,50.34
14/01/2024,Headset,Salvador,4,209.89
28/04/2024,Monitor,São Paulo,7,915.45
05/03/2024,Mouse,Belo Horizonte,2,49.94
25/03/2024,Teclado,Belo Horizonte,3,146.02
13/03/2024,Monitor,Salvador,5,883.6
25/04/2024,Teclado,Belo Horizonte,2,152.9
09/02/2024,Monitor,São Paulo,2,883.47
19/04/2024,Mouse,São Paulo,1,51.43
13/06/2024,Teclado,Curitiba,4,144.51
25/03/2024,Headset,Rio de Janeiro,4,197.17
19/03/2024,Teclado,São Paulo,5,152.18
21/01/2024,Headset,Curitiba,4,192.8
17/05/2024,Mouse,Belo Horizonte,4,50.63
20/01/2024,Headset,Curitiba,10,202.63
28/05/2024,Monitor,Belo Horizonte,3,874.15
10/01/2024,Monitor,Rio de Janeiro,3,944.89
30/04/2024,Monitor,São Paulo,3,890.32
30/05/2024,Notebook,São Paulo,5,2989.41
10/05/2024,Mouse,São Paulo,2,47.55
02/03/2024,Headset,Curitiba,7,202.28
12/02/2024,Notebook,São Paulo,4,2897.77
24/05/2024,Headset,Belo Horizonte,4,209.35
03/05/2024,Headset,São Paulo,6,205.23
29/02/2024,Mouse,São Paulo,4,47.71
22/02/2024,Teclado,Belo Horizonte,2,148.32
26/04/2024,Headset,São Paulo,2,202.97
27/01/2024,Notebook,Rio de Janeiro,6,3098.89
08/03/2024,Monitor,Rio de Janeiro,6,888.9
06/04/2024,Teclado,Belo Horizonte,7,155.03
12/05/2024,Mouse,Salvador,4,48.61
13/04/2024,Teclado,Curitiba,12,149.8
03/05/2024,Headset,São Paulo,1,207.64
22/04/2024,Mouse,São Paulo,5,50.72
24/02/2024,Mouse,São Paulo,4,50.51
31/01/2024,Monitor,Rio de Janeiro,4,884.72
30/01/2024,Teclado,Rio de Janeiro,2,145.66
11/02/2024,Monitor,Rio de Janeiro,6,876.93
02/02/2024,Monitor,São Paulo,2,911.66
11/01/2024,Headset,São Paulo,4,193.33
16/02/2024,Teclado,Rio de Janeiro,7,157.04
12/06/2024,Mouse,Belo Horizonte,4,50.81
13/03/2024,Headset,São Paulo,3,202.13
30/04/2024,Headset,São Paulo,2,206.61
02/06/2024,Mouse,Rio de Janeiro,7,51.34
08/06/2024,Monitor,São Paulo,7,920.18
28/03/2024,Headset,Rio de Janeiro,4,191.38
06/04/2024,Teclado,São Paulo,3,145.54
09/05/2024,Monitor,Curitiba,5,909.5
15/02/2024,Teclado,Rio de Janeiro,3,143.09
16/05/2024,Teclado,São Paulo,5,149.73
03/02/2024,Headset,Rio de Janeiro,3,190.02
22/06/2024,Monitor,Rio de Janeiro,9,888.33
12/01/2024,Monitor,Rio de Janeiro,4,939.46
03/05/2024,Notebook,São Paulo,2,3026.71
27/06/2024,Monitor,Rio de Janeiro,3,877.91
29/02/2024,Headset,São Paulo,2,201.97
19/05/2024,Teclado,São Paulo,9,153.14
02/01/2024,Monitor,São Paulo,2,855.65
16/06/2024,Mouse,Curitiba,6,49.54
28/01/2024,Mouse,Belo Horizonte,4,48.77
17/05/2024,Teclado,São Paulo,4,146.63
23/06/2024,Teclado,São Paulo,4,150.78
22/05/2024,Teclado,São Paulo,6,150.82
05/03/2024,Headset,Rio de Janeiro,5,205.48
11/04/2024,Notebook,Curitiba,6,3047.78
28/02/2024,Teclado,Belo Horizonte,3,144.93
24/02/2024,Teclado,Belo Horizonte,6,154.51
06/06/2024,Monitor,Belo Horizonte,3,869.47
11/06/2024,Mouse,São Paulo,2,48.23
02/06/2024,Teclado,São Paulo,6,145.83
21/01/2024,Monitor,Belo Horizonte,3,938.76
